recipe_id,title,description,rating,servings,total_time,main_num_ratings,ingredients,directions,photo_url,primary_category_name
222,Chocolate Triumph of Gluttony Cake,"Recipe Courtesy of Nick Malgeri, Director Baking Program,  Peter Kumps Cooking School  PAN DI SPAGNA",0.0,1.0,183,0,"4 large    eggs, separated | 1 teaspoon    vanilla extract | 3⁄4 cup    sugar, divided | 1⁄2 cup    unbleached all-purpose flour | 1⁄2 cup    cornstarch | 1 pinch    salt | 1 1⁄4 cups   cream 1 pound semisweet chocolate | 1⁄2 cup    unsalted butter | 2 tablespoons    maraschino cherries | 2 cups    unsalted shelled pistachios, confectioners' sugar for finishing | 1⁄3 cup    sugar | 1⁄3 cup    water | 3 tablespoons    maraschino cherry juice","In a medium mixing bowl, whisk the yolks with the vanilla extract.  Whisk in half the sugar and continue to beat until very light and  frothy, about 5 minutes. | Combine the flour and cornstarch and sift  once to aerate. In a clean, dry bowl, beat the egg whites with the  salt until they hold a very soft peak. | Beating faster, add the  remaining sugar in a very slow stream, beating until the egg whites  hold a firm peak. | Fold the yolks into the whites. | Sift the flour and  cornstarch over the eggs in 3 additions, folding them in gradually. | Do not over-mix the batter. | Pour the batter into a buttered and  paper-lined 9- or 10-inch round pan, 2-inches deep and smooth the  top. | Bake the Pan di Spagna at 350 degrees, 30 to 40 minutes,  until it is well risen and feels firm when pressed gently with the  palm of the hand. | Immediately loosen the layer from the side of the  pan with a small knife or spatula. | Invert the layer and leave the  paper stuck to it. Turn the layer right side up and cool it on a rack. | Double-wrap the layer in plastic and keep it in the refrigerator up to  5 days or freeze it. Variations: Flavor the batter with a grated  orange or lemon zest or a tablespoon of Anisette. | For the chocolate filling, bring the cream to a boil and remove the  heat. | Add finely cut chocolate, stir once and let stand for 3  minutes. | Whisk smooth, pour into a bowl and cool until set, several  hours at a cool room temperature. | Set aside. | For the syrup, bring  sugar and water to a boil in a small pan. | Cool and stir in  Maraschino. | For the pistachios, place in a pan and cover with  water. | Bring to a boil, drain and rub in a towel to loosen skins. | Go over pistachios to separate from skins. | Place pistachios on a jelly  roll pan and dry out at 325 degrees about 5 minutes. | Cool and  chop coarsely. | To prepare the layers, cut the Pan di Spagna into 5  thin horizontal slices. | Reserve 2 of the slices, then cut the other  slices into smaller disks, each 1-inch smaller in diameter then the  reserved 2, to make a 9, 8-, and 7-inch disk. | Reserve scraps. | To  finish the filling, beat the butter by machine until soft and light, then  beat in the cooled chocolate mixture all at once. Beat again until  light, then beat in the Maraschino. | Stir in half of the chopped  pistachios. | To assemble, place one of the 10-inch layers on a  platter or cardboard and moisten with the syrup. | Spread the filling. | Continue with the remaining layers. | After spreading the 7-inch layer  with the filling, form a 6-inch layer with the scraps on top of it. | Moisten the 6-inch layer and spread the entire outside of the cake  with the filling. | Cut a slash from the center to the edge of the  reserved 10-inch layer and cover the entire outside of the cake with  it. | Moisten with the remaining syrup and spread with the remaining  filling. | Press the reserved pistachios all over the outside of the  cake. | Dust lightly with the confectioners' sugar.",,Dessert
223,Chocolate Chip Squares,Chocolate Chip Squares,3.0,12.0,65,2,1 cup    butter | 1⁄2 cup    brown sugar | 1 1⁄2 cups    flour | 1 teaspoon    baking powder | 1 teaspoon    vanilla | 1 tablespoon    milk | 2 egg yolks | 1 (11 1/2  ounce) package   chocolate chips | 2 egg whites | 1 cup    brown sugar,"Mix the butter, brown sugar, flour, baking powder, vanilla, milk, and egg yolks together until it forms a stiff dough. | Press dough into the bottom of a 9 X 9 inch pan. | Sprinkle chocolate chips over dough. | Make a meringue by whipping together the egg whites and brown sugar. | Pour meringue over dough and chocolate chips. | Bake at 350 degrees Fahrenheit for about 30 minutes. | NOTES : I usually cut down on the brown sugar in the meringue by about 1/4 of a cup. The squares are rich enough that they don't miss it. I also use margarine instead of butter.",,Bars
225,Chocolate Chip Shortbread,Chocolate Chip Shortbread,3.0,36.0,43,1,"1 cup    unsalted butter, softened | 1⁄2 cup    powdered sugar | 1 teaspoon    vanilla | 2 cups    all-purpose flour | 1 cup    semisweet mini chocolate chips, divided | 1 1⁄2 teaspoons    oil","Cream butter, sugar, and vanilla until blended. | On low speed, beat in flour. | Stir in 1/2 cup chocolate chips. | Cover and chill until firm, but not too firm. | Shape heaping tablespoonfuls into 3"" long x 1/2"" thick logs. | Place cookies on lightly greased cookie sheets. | Bake in 350 degree Fahreneheit oven for 8 minutes or until golden brown. | Cool. | Melt remaining 1/2 cup chocolate chips and oil. | Dip 3/4"" of one end of  each cookie into the melted chocolate. | Place cookies on a wire rack to set.",,Cookie and Brownie
226,Chocolate Chunk and Walnut Brownies,Chocolate Chunk and Walnut Brownies,3.67,24.0,470,3,"1 1⁄4 cups    all-purpose flour | 1⁄4 teaspoon    baking soda | 1⁄8 teaspoon    salt | 14 ounces    semisweet chocolate, finely chopped | 1 cup    granulated sugar | 9 tablespoons    unsalted butter, cut in small pieces | 1⁄4 cup    light corn syrup | 1⁄4 cup    water | 3 large    eggs, chilled, divided | 1 tablespoon    vanilla extract | 1 1⁄2 cups    walnuts, coarsely chopped | 9 ounces    swiss dark chocolate, chopped","Preheat oven to 325 degrees Fahrenheit. | Line a 13 by 9-1/2 inch baking pan with two layers of aluminum foil, allowing an overhang on each end. Grease the foil with butter. | Stir together the flour, baking soda, baking powder and salt. | Place the chopped semi-sweet chocolate in a larger bowl. | In a saucepan, heat the granulated sugar, unsalted butter, corn syrup and water until the butter melts and the sugar is dissolved. | Remove the pan from the heat once it reaches a boil. | Pour the hot syrup over the semi-sweet chocolate, allowing it to stand momentarily. Stir until smooth. | Whisk the eggs in one at  a time. | Whisk in the vanilla and the flour mixture until smooth. | Fold in the walnuts and the chopped Swiss chocolate. | Scrape the batter into the prepared pan. | Bake for 50 minutes to 1 hour, or until a cake tester comes out clean. | Cool the brownies in the pan on a wire rack for at least 6 hours. | Carefully invert the brownies onto a large cutting board or platter and peel off the foil. | Invert the brownies again and cut into 24 squares.",,Bars
227,Chocolate Pudding,Chocolate Pudding,4.2,1.0,25,5,2 1⁄2 cups    instant nonfat dry milk powder | 5 cups    sugar | 3 cups    cornstarch | 1 teaspoon    salt | 2 1⁄2 cups    unsweetened cocoa | 2⁄3 cup    chocolate pudding mix | 2 cups    milk | 1 teaspoon    vanilla | 1 tablespoon    butter,"Mix the dry milk powder, sugar, cornstarch, salt, and cocoa together until well blended. | It can be stored in a big airtight container or glass jar until you need it. | To use, stir mix before using to redistribute ingredients. | Measure out 2/3 cup of the pudding mix into a medium saucepan. | Add milk, vanilla and butter and cook over low heat, stirring constantly until mixture comes to a boil. | Continue cooking and stirring for another minute. | Remove from heat and let cool.",https://img.sndimg.com/food/image/upload/v1/img/recipes/22/7/picUibSRC.jpg,Dessert
229,Chocolate Pudding II,,4.33,6.0,25,6,"1 cup    sugar | 1⁄4 cup    cornstarch | 1⁄2 teaspoon    salt | 2 1⁄2 cups    milk | 3 egg yolks, well beaten | 2 ounces    baking chocolate | 1 tablespoon    butter | 1 teaspoon    vanilla","Combine sugar, cornstarch, and salt in medium saucepan; gradually stir in milk  and egg yolks. | Add baking chocolate, broken into pieces; cook and stir over  medium heat until mixture boils. | Boil and stir for 1 minute; remove from heat.  Add butter and vanilla; pour into individual serving dishes. | Chill. | Serve with whipped cream.",https://img.sndimg.com/food/image/upload/v1/img/recipes/22/9/picKWjzxr.jpg,Dessert
230,Fudgy Chocolate Crinkle Cookies,yum,4.85,48.0,22,13,"1⁄2 cup    vegetable oil | 4 ounces    unsweetened chocolate, melted | 2 cups    sugar | 4 eggs | 2 teaspoons    vanilla | 1⁄2 teaspoon    salt | 2 cups    flour | 2 teaspoons    baking powder | 1 cup    powdered sugar","Mix oil, chocolate, sugar; blend in eggs. | Add vanilla, salt, baking powder and flour. | Cover and chill several hours or overnight. | Preheat oven to 350F and grease your cookie sheets. | Roll 1 tbsp dough into a ball and roll around in powdered sugar to coat. | Place on greased cookie sheet and bake for 10 to 12  minutes. | Remove from baking sheet and cool.",https://img.sndimg.com/food/image/upload/v1/img/recipes/23/0/picnPKYOC.jpg,Dessert
231,Chocolate Cream Puffs,,5.0,12.0,130,3,"1 cup    water | 1⁄2 cup    unsalted butter | 2 tablespoons    sugar | 1⁄4 teaspoon    salt | 1 cup    flour | 1 tablespoon    unsweetened cocoa powder | 5 eggs | 1 quart    ice cream, choice","Combine water, butter, sugar and salt in a medium size saucepan. | Place over  medium low heat to melt butter. | Add flour and cocoa powder all at once; stir  vigorously until mixture pulls away from side of pan. | Remove from heat. Heat  oven to 400. | Lightly coat baking sheet with cooking spray. | With the saucepan  off heat, add eggs one at a time, to batter in saucepan, beating well after each addition. | With a 1/4 cup drop mixture onto baking sheet, spacing 2"" apart. Bake for 40 minutes until puffed and firm. | Cool slightly. | Cut off top third of each puff; scoop out soft center from bases. | Cool bases and top on wire rack. | Fill  puffs with ice cream of your choice; cover with tops. | Freeze on baking sheets  until firm. | Transfer to an airtight container. | Freeze for up to 1 week. | Place puff on plates. | Let stand 15 minutes. | Top with sauce of your choice.",,Dessert
234,Chocolate Cream Cheese Pie,Easy chocolate pie.,5.0,8.0,20,2,1 German chocolate square | 1⁄3 cup    milk | 3 ounces    cream cheese | 3 tablespoons    sugar | 1 (8   ounce) carton   Cool Whip | 1 prepared graham cracker pie crust,"Melt chocolate bar in milk over low heat. | Cream together cream cheese and sugar. Add chocolate, then fold in cool whip. | Put into pie crust. | Freeze.",,Pie
240,Chicken Fried Brown Rice,Chicken Fried Brown Rice,4.5,4.0,16,9,"2 tablespoons    vegetable oil, divided | 8 ounces    boneless skinless chicken breasts, sliced into strips | 1⁄2 large    sweet red pepper, chopped | 1⁄2 cup    green onion, chopped | 3 cups    cooked brown rice | 2 tablespoons    light soy sauce | 1 tablespoon    rice wine vinegar | 1 cup    frozen peas, thawed","Heat large nonstick skillet over medium heat. Add 1 tablespoon oil. | Add chicken, red  pepper, and green onion. | Cook 5 minutes until chicken is cooked through. | Remove  to plate. | Heat remaining tablespoon of oil in skillet. | Add cooked rice; cook 1 minute. | Stir in soy sauce, vinegar, and peas; cook 1 minute. | Stir in chicken and vegetable mixture. | *NOTE: Simmer, covered, 1 cup brown rice in 2-1/2 cups water for 45 minutes.",https://img.sndimg.com/food/image/upload/v1/img/recipes/24/0/picvBXFwb.jpg,< 30 Mins
243,Amber and Zach's Kisses,Amber and Zach's Kisses,4.67,,35,3,3 egg whites | 1 1⁄4 cups    granulated sugar | 1 teaspoon    baking powder | 1 pinch    salt,"Beat egg whites until they are very stiff. | Add the sugar slowly while beating the stiff egg whites. | Drop by teaspoonfuls onto waxed paper lined cookie sheet. | Bake at 275 degrees Fahrenheit for 50 minutes. | Adds a wonderful decoration to anything edible or eat them by themselves. | For a colorful variation, separate into small bowls and add small drops of food coloring to a more colorful decoration. | Experiment with  them. | Use your imagination to make all kinds of food art; flowers, smiley faces, animals, etc.",https://img.sndimg.com/food/image/upload/v1/img/recipes/24/3/picjGKQRO.jpg,Dessert
246,Lee's Hot Crab Dip,Lee's Hot Crab Dip,4.62,8.0,45,65,"1⁄2 lb    crabmeat | 1 (8   ounce) package   cream cheese, softened | 1⁄2 cup    sour cream | 2 tablespoons    mayonnaise | 1 tablespoon    lemon juice | 1 1⁄4 teaspoons    Worcestershire sauce | 1⁄2 teaspoon    dry mustard | 1 pinch    garlic salt | 1 tablespoon    milk | 1⁄4 cup    cheddar cheese, grated, divided","Remove cartilage from crab meat. | In a large bowl, mix cream cheese, sour cream, mayonnaise, lemon juice, Worcestershire sauce, dry mustard, and garlic salt until smooth. | Add enough milk to make mixture creamy. | Stir in 2 tablespoons of the grated cheese. | Fold crab meat into cream cheese mixture. | Pour into greased 1-quart casserole. | Top with remaining cheese and paprika. | Bake at 325 degrees Fahrenheit until mixture is bubbly and browned on top, about 30 minutes.",https://img.sndimg.com/food/image/upload/v1/img/recipes/24/6/picxbWNQR.jpg,Crab
248,Mustard Dill Sauce I,Can be prepared 4 days ahead.,0.0,,30,0,"1⁄2 cup    spicy brown mustard, such as Gulden's | 6 tablespoons    sugar | 1⁄4 cup    distilled white vinegar | 2 teaspoons    dry mustard | 1⁄2 cup    vegetable oil | 6 tablespoons    fresh dill, chopped",Whisk first 4 ingredients in bowl. | Gradually whisk in oil. | Stir in dill. | Cover and chill.,,Low Protein
250,Thai Chicken Curry,Thai Chicken Curry,4.15,4.0,33,13,"1 (14   ounce) can   coconut milk | 3 potatoes, small quartered | 3 tablespoons    nam pla | 1 tablespoon    curry powder | 1⁄4 teaspoon    clove, ground | 1 lb    boneless chicken, cubed","Combine cocnut milk, potatoes, nam pla, curry powder, and cloves. | Simmer 15 minutes. | Add chicken; cover, increase heat and cook until chicken and potatoes are tender, about 8 minutes. | Stir  occasionally. | Serve with rice.",https://img.sndimg.com/food/image/upload/v1/img/recipes/25/0/pico7fh1h.jpg,Chicken Breast
253,Thai Cucumber Salad,Yum.,4.5,2.0,15,2,"1 cup    cucumber, peeled | 1 teaspoon    onion, minced | 1 tablespoon    dried shrimp, pounded | 1⁄2 teaspoon    sugar | 1 tablespoon    nam pla (fish sauce) | 1 lime, juice of | 1 teaspoon    peanuts, crushed | 1⁄4 teaspoon    dried red chili (optional)",Seed and finely chop cucumbers; pat dry. | Mix together with onion and shrimp;  sprinkle with sugar. | Season with nam pla and lime juice. | Sprinkle with peanuts and optional chilies.,,Vegetable
265,Suffolk Trifle (English),"Okay, this isn't my recipe, although I do intend on making it soon.  It's one of the ones I acquired when the elves were clearing out the Recipezaar account.  Please tell me what it's like if you make it.",0.0,4.0,40,0,"4 large    macaroons | 4 tablespoons    white wine | 1 tablespoon    brandy | 1⁄2 pint    single cream | 1 egg | 1 egg yolk | 1 tablespoon    cornflour | 1⁄2 ounce    caster sugar | 3 ounces    raspberry jam | 1 ounce    blanched almond | 1 ounce    candied peel, chopped | 1⁄2 pint    double cream","Put the macaroons in a glass bowl and pour over the wine and brandy. | Leave macaroons to soak, adding extra wine or brandy if they appear   dry. | Pour the single cream into a pan and warm gently until just on   the point of boiling. | Beat together the egg, egg yolk and cornflour   in a bowl, pour on the cream and whisk Iightly. | Return to a clean   saucepan and cook gently, without boiling, until custard has   thickened, stirring continuously. | Stir in the sugar and allow the   custard to cool a little. Pour over the soaked macaroons and set in   a cool place. Carefully smooth the jam over the custard,  then    sprinkle  with  almonds  and candied peel. | Whip the double cream   until it stands in soft peaks and pipe or pile on top of trifle.   Serve decorated with extra blanched almonds and candied peel, if   desired.",,Dessert
270,Spiced Pear Butter,,4.88,5.0,120,9,"6 lbs    pears, peeled cored and chopped (about 16 large)  (ripe) | 3 cups    apple juice | 4 cinnamon sticks, (3-inch) broken into pieces | 2 slices    fresh gingerroot, 1 oz | 12 whole    allspice | 8 whole    cloves | 3 cups    sugar","Combine pears and apple juice in a large Dutch oven. | Tie broken cinnamon  spices, gingerroot, allspice and cloves in a piece of cheese cloth; add  to pear mixture. Bring to a boil; cover, reduce heat, and simmer for 45  minutes to 1 hour or until pears are tender. | Drain pears, and discard  spice bag. | Mash pears or process in food processor until smooth. | Return  pear puree to Dutch oven, and add sugar. | Cook, uncovered, over medium  heat for 30 to 40 minutes or until mixture thickens, stirring frequently. | Remove from heat, and quickly pour hot pear mixture into hot sterilized  jars, leaving 1/4-inch headspace; wipe jar rims. | Cover at once with  metal lids, and screw on bands. | Process in boiling water bath for 5  minutes.",,Pears
271,Lemon Curried Lamb Chops,"Quick, easy and tasty",4.86667,4.0,140,15,4 lamb chops | 1⁄3 cup    lemon juice | 1 teaspoon    salt | 3 teaspoons    curry powder | 1⁄4 teaspoon    sugar | 1 1⁄2 ounces    butter,"Combine lemon juice, curry powder, salt and sugar. | Brush mixture over the chops and let stand for 2 hours to absorb the flavors. | Heat the  butter in a frying pan, cook until golden brown on both sides.",https://img.sndimg.com/food/image/upload/v1/img/recipes/27/1/picJ4N9BR.jpg,Lamb/Sheep
272,Lemon Mint Lamb Chops,"Quick, easy and tasty.",4.67,4.0,25,3,"8 lamb chops | 2 ounces    butter | 1 small    onion, finely chopped | 1 lemon, rind, grated  (1 teaspoon) | 2 teaspoons    lemon juice | 1⁄2 teaspoon    sugar | 2 teaspoons    mint, chopped","Grill chops until tender. | Melt butter in pan; add finely chopped onion, saute until tender. | Add lemon rind, lemon juice, sugar and mint, heat gently. | Spoon over hot chops. | Cheers, Doreen Doreen Randal, Wanganui, New Zealand.",https://img.sndimg.com/food/image/upload/v1/img/recipes/27/2/picdjVM3b.jpg,Lamb/Sheep
